Italy,Olympique Marseille,Tambov,1997,David James,81
France,SS Lazio,Palma de Mallorca,2016,Kevin Campbell,9
England,Inter Milan,Marseille,1994,Nicholas Moore,94
Italy,RCD Mallorca,Valencia,1997,Carl Taylor,56
Russia,Sevilla FC,Rome,1997,Kevin Campbell,6
France,Manchester United,Benevento,1999,Michael Thompson,17
England,1. FC Köln,Krasnodar,1999,Brian Walker,93
England,Inter Milan,Brest,2019,Thomas Brown,22
Russia,FC Ufa,Valencia,1996,Ronald Wilson,68
Italy,Manchester United,Augsburg,1990,Paul Davis,85
England,FC Lorient,Rostov,1990,Albert Gonzalez,51
Italy,SS Lazio,Tambov,2007,Matthew Nelson,88
France,FC Tambov,Birmingham,2018,Richard White,11
Germany,FC Schalke 04,Hoffenheim,2013,Thomas Edwards,93
Germany,1. FC Köln,Palma de Mallorca,2014,Joshua Miller,20
Germany,Paris Saint Germain,Turin,2004,Nicholas Moore,11
Spain,Bayer 04 Leverkusen,Marseille,1991,Steven Taylor,77
Russia,Cagliari Calcio,Palma de Mallorca,2010,Ronald Wilson,63
France,Juventus FC,Rostov,1998,Steven Taylor,1
England,FC Krasnodar,Liverpool,2013,Joseph Perez,3
England,Benevento Calcio,Vigo,2022,Thomas Brown,16
France,Stade de Reims,Gelsenkirchen,2013,Timothy Harris,37
Spain,Juventus FC,Leicester,2021,David King,51
Italy,FC Lorient,St. Petersburg,1995,Carl Taylor,8
Spain,Benevento Calcio,Getafe,1993,Ronald Wilson,72
Spain,Liverpool FC,Moscow,2009,Carl Taylor,4
Germany,AS Roma,Brest,2018,Jeffrey Adams,90
Russia,Real Betis,London,1996,Richard White,42
Spain,Stade Rennais,Gelsenkirchen,2009,Joseph Perez,18
Russia,Tottenham Hotspur,Wolfsburg,2005,Thomas Edwards,58
Spain,Atletico Madrid,Seville,1991,Adam Williams,15
Germany,Manchester City,Munich,1990,Timothy Harris,64
Germany,Real Sociedad,Freiburg,2008,John Lewis,22
France,Stade de Reims,Valencia,2009,Michael Thompson,86
England,Bayer 04 Leverkusen,Cologne,2005,Joseph Evans,41
Spain,Manchester City,St. Petersburg,1991,William Robinson,25
Russia,FC Schalke 04,Wolfsburg,2009,Richard White,51
Germany,Stade Brestois,Augsburg,1991,Andrew Clark,99
England,West Ham United,Seville,2004,Joseph Evans,88
Germany,RCD Mallorca,Manchester,2021,John Lewis,94
Italy,West Ham United,Freiburg,2022,Matthew Baker,32
Italy,Olympique Marseille,Palma de Mallorca,2022,John Smith,60
Spain,SPAL 2013,Metz,2019,Steven Taylor,98
Italy,Liverpool FC,Ufa,1992,John Lewis,60
England,Paris Saint Germain,Reims,2004,James Johnson,68
England,FC Sochi,Cologne,2002,Albert Gonzalez,84
England,Bayer 04 Leverkusen,Ferrara,2021,David James,95
England,AS Monaco,Ferrara,2017,William Robinson,27
England,FC Moscow,Brest,1996,George Wilson,36
England,FC Moscow,Dortmund,1999,Brian Miller,40
Russia,US Sassuolo,Seville,2018,Edward Phillips,95
Italy,US Sassuolo,Krasnodar,2016,Mark Anderson,88
England,Real Sociedad,Hoffenheim,1991,Richard White,64
France,AC Milan,Reims,2004,Joseph Perez,97
England,Leicester City,Dortmund,2014,Matthew Baker,32
England,FC St. Petersburg,Gelsenkirchen,2018,Kevin Campbell,48
Russia,AS Roma,Palma de Mallorca,2021,George Wilson,61
England,RCD Mallorca,Vigo,1991,Norman White,92
Russia,FC Moscow,Getafe,2013,Norman White,26
Germany,RC Celta de Vigo,Yekaterinburg,1993,Brian Walker,20
Italy,FC Augsburg,Yekaterinburg,1992,Timothy Harris,18
Italy,Olympique Lyon,Moscow,1993,Matthew Nelson,11
Italy,Juventus FC,Seville,2011,Richard Walker,62
Germany,US Sassuolo,Gelsenkirchen,2008,Nicholas Moore,62
England,Cagliari Calcio,Dortmund,1995,Ronald Wilson,81
England,Barcelona FC,San Sebastian,1994,John Smith,30
Russia,AC Milan,Cologne,2016,David King,71
Germany,Stade de Reims,Valencia,2004,Carl Taylor,28
France,AS Monaco,Ferrara,1997,Ronald Wilson,68
France,Stade Rennais,Moscow,2021,Joseph Perez,98
Russia,Juventus FC,Benevento,2018,Joshua Miller,90
Spain,Stade Rennais,London,2018,William Moore,54
Germany,AS Monaco,Birmingham,2009,Jeffrey Adams,24
Germany,Cagliari Calcio,Paris,2020,Norman White,43
Italy,Arsenal FC,Sheffield,2013,Kenneth Hall,73
Russia,Paris Saint Germain,Krasnodar,2006,Joseph Perez,44
England,FC Sochi,Mainz,1995,John Smith,93
Germany,Liverpool FC,Lyon,2007,Nicholas Moore,47
Germany,Stade Brestois,San Sebastian,2002,Joseph Evans,64
Spain,Olympique Lyon,Hoffenheim,2006,Norman White,50
Italy,FC Ufa,London,2022,Richard White,77
Germany,Real Madrid CF,Benevento,2014,Richard White,66
England,Manchester City,London,2013,Thomas Brown,74
Russia,AC Milan,Lyon,2022,Matthew Baker,24
Italy,Aston Villa,Gelsenkirchen,1992,Edward Phillips,21
Italy,FC Ufa,Lorient,2016,Joseph Perez,43
Spain,AC Milan,Monaco,2021,Joseph Evans,68
Spain,FC Moscow,Hoffenheim,1997,John Smith,2
Spain,US Sassuolo,Wolfsburg,2013,John Smith,45
Italy,1. FC Köln,Lorient,1998,Norman White,57
France,Aston Villa,Cagliari,2011,Richard White,60
Spain,RCD Mallorca,Sassuolo,2003,Albert Gonzalez,90
France,Tottenham Hotspur,Augsburg,1997,Matthew Nelson,43
England,TSG 1899 Hoffenheim,Sassuolo,2013,Matthew Nelson,44
Spain,RC Celta de Vigo,St. Petersburg,2017,John Smith,5
Spain,Sheffield United,Marseille,2012,David King,7
England,Getafe CF,Yekaterinburg,1999,Carl Taylor,25
Russia,FC Tambov,Ferrara,1999,David King,97
France,SPAL 2013,Milan,2009,Matthew Baker,5
Italy,FC Orenburg,Orenburg,2003,Jeffrey Adams,23
Russia,Getafe CF,Hoffenheim,1995,Mark Anderson,65
Spain,Atletico Madrid,Freiburg,2002,Thomas Edwards,58
Italy,Leicester City,Munich,2011,George Wilson,54
Italy,Leicester City,Manchester,1992,Joseph Evans,37
France,SPAL 2013,Rennes,2001,Edward Phillips,59
France,FC Augsburg,Augsburg,2006,Kenneth Hall,63
France,FC Ural,Cologne,2000,Carl Taylor,19
Italy,AS Monaco,Turin,2004,Adam Williams,32
Italy,AS Monaco,Sassuolo,2011,Norman White,71
Germany,FC Ufa,Tambov,2004,John Smith,57
Italy,Stade Brestois,Lyon,2008,Albert Gonzalez,40
Spain,1. FC Köln,Wolfsburg,2003,Carl Taylor,54
England,FC Sochi,Liverpool,2019,John Smith,62
Italy,FC Moscow,Krasnodar,2021,Thomas Brown,89
France,FC Moscow,Yekaterinburg,2011,Kevin Campbell,76
Spain,Stade de Reims,Sheffield,2019,Steven Taylor,63
Russia,TSG 1899 Hoffenheim,St. Petersburg,2004,George Wilson,8
Russia,FC Orenburg,Seville,2015,John Smith,54
England,FSV Mainz 05,Manchester,2003,Paul Davis,59
Russia,US Sassuolo,Barcelona,1999,Jeffrey Adams,24
Russia,Manchester United,Lyon,1992,Christopher Taylor,62
Russia,Real Sociedad,Liverpool,1992,Adam Williams,80
Italy,Leicester City,Moscow,1990,Matthew Baker,57
Germany,Stade Brestois,St. Petersburg,2020,Thomas Brown,27
Italy,Valencia CF,St. Petersburg,2009,Joseph Perez,20
Russia,FSV Mainz 05,Brest,2019,John Smith,25
France,FC Moscow,Seville,1993,Kevin Campbell,32
France,VfL Wolfsburg,London,2020,Timothy Harris,30
Italy,SS Lazio,Augsburg,2017,Ronald Wilson,10
France,RCD Mallorca,Gelsenkirchen,2009,Edward Phillips,83
Italy,VfL Wolfsburg,Madrid,2006,Timothy Harris,57
France,Juventus FC,Barcelona,1992,Matthew Nelson,13
Russia,FC Tambov,Benevento,2010,Joseph Perez,33
Russia,Benevento Calcio,Orenburg,1999,Paul Davis,28
Germany,Chelsea FC,Lyon,1999,Brian Walker,47
Italy,FC Ufa,Mainz,2009,Richard Walker,63
England,Juventus FC,Barcelona,2006,Adam Williams,22
Italy,Olympique Marseille,Munich,2020,Albert Gonzalez,46
France,US Sassuolo,Marseille,2010,Edward Phillips,51
France,FC Orenburg,Benevento,1999,Thomas Edwards,78
England,FC Orenburg,Lorient,2013,James Johnson,89
Spain,AS Roma,Wolfsburg,2016,John Lewis,31
Russia,FC Sochi,Liverpool,2004,Thomas Brown,37
Spain,SC Freiburg,Moscow,2020,Michael Thompson,78
Germany,FC Schalke 04,Marseille,2019,Richard White,45
England,Real Betis,Barcelona,1990,Albert Gonzalez,15
Germany,FC Ural,Yekaterinburg,2008,Kevin Campbell,7
Germany,Cagliari Calcio,Rostov,1995,David James,54
Italy,Cagliari Calcio,Cologne,1993,Christopher Taylor,3
Spain,FSV Mainz 05,Ferrara,2000,Edward Phillips,74
France,AS Monaco,Marseille,1991,Richard Walker,68
