Italy,Stade Rennais,London,2012,Matthew Baker,75
England,Olympique Lyon,Barcelona,1997,Kevin Campbell,37
Germany,RCD Mallorca,Munich,2012,James Johnson,82
Russia,Manchester United,Getafe,2010,Timothy Harris,80
France,FC Ural,St. Petersburg,2020,Christopher Taylor,68
Germany,Valencia CF,Milan,1996,Brian Walker,85
Germany,Valencia CF,Vigo,2013,James Johnson,31
Italy,Real Betis,Sochi,2004,Thomas Brown,68
Spain,Sevilla FC,Valencia,2019,Michael Thompson,51
France,Inter Milan,Krasnodar,2012,Mark Anderson,90
Germany,FC Ufa,Milan,1996,Steven Taylor,9
Russia,VfL Wolfsburg,Reims,2021,John Lewis,77
France,Real Madrid CF,Barcelona,2003,Timothy Harris,86
France,Sheffield United,Sochi,1995,Jeffrey Adams,19
France,AS Roma,Wolfsburg,2010,Brian Miller,3
Germany,FC Orenburg,Leicester,2016,Paul Davis,90
Russia,SPAL 2013,Leicester,1993,Brian Walker,4
Italy,FC Krasnodar,Mainz,2022,Joseph Perez,63
Germany,AS Roma,Turin,2012,David King,80
Russia,Borussia Dortmund,Freiburg,2000,Kevin Campbell,68
Russia,Valencia CF,Sheffield,2021,Brian Walker,19
France,FC Augsburg,Manchester,2005,Norman White,23
Germany,VfL Wolfsburg,Barcelona,2019,Joshua Miller,64
Italy,FSV Mainz 05,Liverpool,1990,Mark Anderson,92
France,FC Ural,Lorient,2012,Richard White,90
England,Barcelona FC,Valencia,2012,Thomas Brown,42
Russia,FC Metz,Rennes,1992,Brian Walker,90
Spain,Inter Milan,Cagliari,1993,Steven Taylor,48
Italy,Sevilla FC,Rennes,2001,Ronald Wilson,16
England,FC Augsburg,Getafe,2014,Richard White,14
Italy,Inter Milan,Monaco,2019,David James,92
Italy,RCD Mallorca,Reims,1997,John Smith,74
Germany,FC Orenburg,Cagliari,2017,Matthew Nelson,30
Spain,FC Augsburg,Sheffield,2014,Andrew Clark,30
Italy,Barcelona FC,Ufa,2016,Brian Walker,29
England,SC Freiburg,Moscow,2003,James Johnson,0
France,AS Monaco,Wolfsburg,2016,Steven Taylor,88
Germany,VfL Wolfsburg,Paris,1998,Norman White,52
Germany,Aston Villa,Liverpool,1993,David King,51
France,Athletic Bilbao,Augsburg,1994,William Moore,52
Germany,Stade Rennais,Ufa,2004,John Smith,23
Italy,Benevento Calcio,Benevento,2019,Albert Gonzalez,15
Germany,FC Metz,Tambov,1995,Richard Walker,44
Germany,1. FC Köln,Getafe,2022,William Robinson,66
Russia,FC St. Petersburg,Mainz,2019,George Wilson,31
England,Cagliari Calcio,Benevento,2010,David James,96
Germany,Paris Saint Germain,Vigo,2011,Andrew Clark,69
Russia,Getafe CF,Moscow,2016,John Lewis,74
England,Benevento Calcio,Valencia,2013,John Smith,76
England,AS Monaco,Cologne,2017,James Johnson,66
England,TSG 1899 Hoffenheim,Moscow,1997,Timothy Harris,59
France,TSG 1899 Hoffenheim,Moscow,1999,Edward Phillips,4
Spain,TSG 1899 Hoffenheim,Mainz,2012,David James,97
Russia,Real Betis,Rome,2006,Christopher Taylor,80
England,Arsenal FC,Milan,2020,Albert Gonzalez,90
Spain,FC Lorient,St. Petersburg,2002,Norman White,73
France,SC Freiburg,Leicester,2016,Andrew Clark,12
France,TSG 1899 Hoffenheim,Gelsenkirchen,2013,Thomas Edwards,25
Russia,Juventus FC,Monaco,1992,Richard White,41
Germany,Stade Rennais,Bilbao,2004,Carl Taylor,27
France,Getafe CF,Manchester,1991,David King,64
Germany,Athletic Bilbao,San Sebastian,2021,Brian Miller,49
Italy,VfL Wolfsburg,Turin,2000,Matthew Baker,19
England,Bayer 04 Leverkusen,Sheffield,2008,John Lewis,60
